id,time,space
362,0.00199842,3256
363,0.00200129,3256
364,0.00199866,3256
365,0.00146008,3256
366,0.00199938,3256
367,0.00552177,3256
368,0.00755143,3256
369,0.0025475,3256
370,0.00100207,3256
371,0.00100088,3256
372,0.0020225,3256
373,0.00200176,3256
374,0.00251603,3256
375,0.00243545,3256
376,0.00199938,3256
377,0.00252104,3256
378,0.00100064,3256
379,0.00100088,3256
380,0.00133944,3256
381,0.00200105,3256
382,0.00354981,3256
383,0.00199699,3256
384,0.00200295,3256
385,0.00222063,3256
386,0.00199986,3256
387,0.0010426,3256
388,0.00200009,3256
389,0.00199986,3256
390,0.00225091,3256
391,0.000999451,3256
392,0.0010004,3256
393,0.00101566,3256
394,0.00200176,3256
395,0.00299954,3256
396,0.00200129,3256
397,0.000998259,3256
398,0.00200605,3256
399,0.00200462,3256
400,0.0025475,3256
401,0.00199986,3704
402,0.0010004,3704
403,0.00254798,3704
404,0.00199986,3704
405,0.00200129,3704
406,0.00104237,3704
407,0.00200057,3704
408,0.00299978,3704
409,0.00199962,3704
410,0.0019989,3704
411,0.0025425,3704
412,0.00199986,3704
413,0.00199866,3704
414,0.00215578,3704
415,0.0030005,3704
416,0.00354099,3704
417,0.00200129,3704
418,0.00200248,3704
419,0.0019989,3704
420,0.00100088,3704
421,0.00260472,3704
422,0.00200272,3704
423,0.00100112,3704
424,0.00199962,3704
425,0.002002,3704
426,0.00141954,3704
427,0.000999689,3704
428,0.00199866,3704
429,0.00100255,3704
430,0.00100112,3704
431,0.00251245,3704
432,0.0023284,3704
433,0.00300336,3704
434,0.00207329,3704
435,0.0010004,3704
436,0.00199986,3704
437,0.00199795,3704
438,0.00251269,3704
439,0.00239396,3704
440,0.00300097,3704
441,0.00254869,3704
442,0.00200105,3704
443,0.00251222,3704
444,0.00226498,3704
445,0.00199604,3704
446,0.00269723,3704
447,0.000999451,3704
448,0.00100303,3704
449,0.00239992,3704
450,0.0010016,3704
451,0.00251031,3704
452,0.00200105,3704
453,0.00100136,3704
454,0.00250936,3704
455,0.00299978,3704
456,0.00199914,3704
457,0.00214672,4216
458,0.00199986,4216
459,0.00100255,4216
460,0.00209785,4216
461,0.00200272,4216
462,0.00200176,4216
463,0.00199962,4216
464,0.00199819,4216
465,0.00213552,4216
466,0.00200033,4216
467,0.00199938,4216
468,0.00299764,4216
469,0.0010016,4216
470,0.00121164,4216
471,0.00299668,4216
472,0.0023334,4216
473,0.00199842,4216
474,0.0010016,4216
475,0.00253129,4216
476,0.00200224,4216
477,0.00151277,4216
478,0.00225425,4216
479,0.00200438,4216
480,0.00251079,4216
481,0.000999689,4216
482,0.0019989,4216
483,0.00199699,4216
484,0.00200319,4216
485,0.00201344,4216
486,0.0019989,4216
487,0.003618,4216
488,0.00100231,4216
489,0.000999689,4216
490,0.00126028,4216
491,0.00100327,4216
492,0.00300169,4216
493,0.00399923,4216
494,0.00200009,4216
495,0.00254607,4216
496,0.00200033,4216
497,0.00100398,4216
498,0.00100207,4216
499,0.00199723,4216
500,0.00200105,4216
501,0.000994921,4216
502,0.0030036,4216
503,0.00300097,4216
504,0.00318599,4216
505,0.00100112,4216
506,0.00222158,4216
507,0.00199914,4216
508,0.00199962,4216
509,0.00100183,4216
510,0.00300193,4216
511,0.00253773,4216
512,0.00199413,4216
513,0.00100136,4216
514,0.00199604,4216
515,0.0024488,4216
516,0.00300264,4216
517,0.00300622,4216
518,0.00200057,4216
519,0.00251198,4216
520,0.00300336,4216
521,0.00200105,4792
522,0.00101447,4792
523,0.00200176,4792
524,0.00200033,4792
525,0.00245833,4792
526,0.00200176,4792
527,0.00150919,4792
528,0.00200176,4792
529,0.00199986,4792
530,0.000999689,4792
531,0.00100088,4792
532,0.00200367,4792
533,0.00150967,4792
534,0.00305104,4792
535,0.00350714,4792
536,0.00199962,4792
537,0.00199747,4792
538,0.00252628,4792
539,0.00200129,4792
540,0.0010016,4792
541,0.00199938,4792
542,0.00200415,4792
543,0.00105023,4792
544,0.00200033,4792
545,0.00200272,4792
546,0.0015099,4792
547,0.00200081,4792
548,0.0029974,4792
549,0.00143456,4792
550,0.00200129,4792
551,0.00200081,4792
552,0.00249624,4792
553,0.00100088,4792
554,0.00100255,4792
555,0.00247526,4792
556,0.00300288,4792
557,0.00302768,4792
558,0.00200033,4792
559,0.00100279,4792
560,0.000999212,4792
561,0.00200224,4792
562,0.00100231,4792
563,0.00200033,4792
564,0.00200176,4792
565,0.00200343,4792
566,0.00200081,4792
567,0.00205278,4792
568,0.00100088,4792
569,0.002002,4792
570,0.00200033,4792
571,0.00199747,4792
572,0.00151467,4792
573,0.00200105,4792
574,0.00200105,4792
575,0.00201488,4792
576,0.00200105,4792
577,0.00802851,4792
578,0.00151181,4792
579,0.000999212,4792
580,0.00199962,4792
581,0.00253701,4792
582,0.00200415,4792
583,0.00200129,4792
584,0.00199986,4792
585,0.00200081,4792
586,0.00258231,4792
587,0.00300002,4792
588,0.00214863,4792
589,0.00199938,4792
590,0.00200248,4792
591,0.002002,4792
592,0.00100088,4792
593,0.0015111,5432
594,0.00200152,5432
595,0.00200105,5432
596,0.00210524,5432
597,0.00199986,5432
598,0.00200129,5432
599,0.0024209,5432
600,0.00199795,5432
601,0.000997305,5432
602,0.00200057,5432
603,0.00200176,5432
604,0.00216961,5432
605,0.000996351,5432
606,0.00259328,5432
607,0.00200224,5432
608,0.00200009,5432
609,0.00238967,5432
610,0.00199986,5432
611,0.00150895,5432
612,0.00343513,5432
613,0.00200009,5432
614,0.00200415,5432
615,0.00100112,5432
616,0.000999689,5432
617,0.00200105,5432
618,0.00100183,5432
619,0.00305462,5432
620,0.00199509,5432
621,0.00200081,5432
622,0.00200462,5432
623,0.00200343,5432
624,0.00206017,5432
625,0.00200009,5432
626,0.00199389,5432
627,0.00200057,5432
628,0.00200105,5432
629,0.00254464,5432
630,0.00300217,5432
631,0.00199986,5432
632,0.00200367,5432
633,0.00199962,5432
634,0.00199699,5432
635,0.00199819,5432
636,0.000999212,5432
637,0.00142574,5432
638,0.00200295,5432
639,0.00250816,5432
640,0.0010004,5432
641,0.00100183,5432
642,0.00253987,5432
643,0.00299859,5432
644,0.00150967,5432
645,0.00133657,5432
646,0.00200224,5432
647,0.00251269,5432
648,0.00300002,5432
649,0.00199962,5432
650,0.0020957,5432
651,0.00199938,5432
652,0.00254798,5432
653,0.00199938,5432
654,0.000998735,5432
655,0.00314593,5432
656,0.00651741,5432
657,0.00503659,5432
658,0.00199986,5432
659,0.00200272,5432
660,0.00208282,5432
661,0.00300026,5432
662,0.00203991,5432
663,0.00300026,5432
664,0.00199842,5432
665,0.00299883,5432
666,0.00251174,5432
667,0.00229931,5432
668,0.00200057,5432
669,0.00270367,5432
670,0.00100064,5432
671,0.00200105,5432
672,0.00208402,5432
673,0.00300074,6136
674,0.00151539,6136
675,0.00199986,6136
676,0.00199795,6136
677,0.00400019,6136
678,0.00199986,6136
679,0.00199986,6136
680,0.00300169,6136
681,0.00300288,6136
682,0.00199962,6136
683,0.00200129,6136
684,0.00250816,6136
685,0.00200248,6136
686,0.00100231,6136
687,0.00314188,6136
688,0.000999212,6136
689,0.00200033,6136
690,0.00301266,6136
691,0.00200033,6136
692,0.00150728,6136
693,0.00200129,6136
694,0.00199771,6136
695,0.00200105,6136
696,0.00100255,6136
697,0.00100064,6136
698,0.00102115,6136
699,0.0010004,6136
700,0.00199986,6136
701,0.00172949,6136
702,0.00200057,6136
703,0.00199986,6136
704,0.00246787,6136
705,0.00200319,6136
706,0.00200009,6136
707,0.00200105,6136
708,0.00100064,6136
709,0.0021956,6136
710,0.00200033,6136
711,0.00204444,6136
712,0.00100017,6136
713,0.00200105,6136
714,0.00199699,6136
715,0.00300169,6136
716,0.00199795,6136
717,0.00101948,6136
718,0.00200081,6136
719,0.00300169,6136
720,0.00316978,6136
721,0.00199842,6136
722,0.00255656,6136
723,0.00200391,6136
724,0.00200057,6136
725,0.00205779,6136
726,0.00200009,6136
727,0.00200033,6136
728,0.00299859,6136
729,0.000999689,6136
730,0.00101495,6136
731,0.00500131,6136
732,0.00199938,6136
733,0.00199938,6136
734,0.0025754,6136
735,0.00100088,6136
736,0.00199938,6136
737,0.00119615,6136
738,0.0010016,6136
739,0.00200009,6136
740,0.00100255,6136
741,0.00200105,6136
742,0.00199986,6136
743,0.00300312,6136
744,0.0019989,6136
745,0.00199866,6136
746,0.002002,6136
747,0.00257134,6136
748,0.00199866,6136
749,0.0010016,6136
750,0.00101757,6136
751,0.00200105,6136
752,0.00200272,6136
753,0.0010004,6136
754,0.00200462,6136
755,0.00100088,6136
756,0.00199938,6136
757,0.00100136,6136
758,0.002002,6136
759,0.00100207,6136
760,0.00100279,6136
761,0.00253534,6936
762,0.00199986,6936
763,0.00251269,6936
764,0.00300097,6936
765,0.00251269,6936
766,0.00306439,6936
767,0.00100088,6936
768,0.000998974,6936
769,0.00199962,6936
770,0.00200129,6936
771,0.00353265,6936
772,0.00199986,6936
773,0.00200272,6936
774,0.0019989,6936
775,0.00199986,6936
776,0.00199938,6936
777,0.00100255,6936
778,0.00199962,6936
779,0.00251245,6936
780,0.00200295,6936
781,0.00200009,6936
782,0.00156713,6936
783,0.00199938,6936
784,0.00250864,6936
785,0.000997782,6936
786,0.00200057,6936
787,0.00201488,6936
788,0.00199842,6936
789,0.00100207,6936
790,0.00231361,6936
791,0.000999212,6936
792,0.00251174,6936
793,0.00200343,6936
794,0.00100231,6936
795,0.00100136,6936
796,0.0010004,6936
797,0.00200009,6936
798,0.00251603,6936
799,0.00200033,6936
800,0.000999451,6936
801,0.00199914,6936
802,0.00299764,6936
803,0.00123858,6936
804,0.00200248,6936
805,0.00199866,6936
806,0.00231266,6936
807,0.00199986,6936
808,0.00243211,6936
809,0.00100064,6936
810,0.00151038,6936
811,0.00200248,6936
812,0.00199938,6936
813,0.00253081,6936
814,0.00100088,6936
815,0.00200057,6936
816,0.00225282,6936
817,0.00200033,6936
818,0.00150919,6936
819,0.00200343,6936
820,0.00199842,6936
821,0.0025239,6936
822,0.00199747,6936
823,0.00200176,6936
824,0.00102043,6936
825,0.00200129,6936
826,0.00100017,6936
827,0.00132036,6936
828,0.00199842,6936
829,0.00254011,6936
830,0.00300312,6936
831,0.00100017,6936
832,0.00199819,6936
833,0.00299811,6936
834,0.00150895,6936
835,0.000999689,6936
836,0.00199842,6936
837,0.00200081,6936
838,0.00199914,6936
839,0.00100231,6936
840,0.00200057,6936
841,0.00200009,6936
842,0.00214338,6936
843,0.00100279,6936
844,0.00257564,6936
845,0.00299954,6936
846,0.00200081,6936
847,0.00200105,6936
848,0.00299954,6936
849,0.00300574,6936
850,0.00300002,6936
851,0.00200343,6936
852,0.00300312,6936
853,0.00231099,6936
854,0.00199986,6936
855,0.00307226,6936
856,0.00200033,6936
857,0.00251341,6936
858,0.00343871,6936
859,0.00300002,6936
860,0.00705433,6936
861,0.00252056,7832
862,0.00200081,7832
863,0.00322509,7832
864,0.00300145,7832
865,0.00255275,7832
866,0.00299859,7832
867,0.000999212,7832
868,0.00100088,7832
869,0.00199962,7832
870,0.00201035,7832
871,0.00199986,7832
872,0.00260544,7832
873,0.00200176,7832
874,0.00267434,7832
875,0.00299954,7832
876,0.00252318,7832
877,0.00199795,7832
878,0.00200248,7832
879,0.00199127,7832
880,0.00299954,7832
881,0.00227761,7832
882,0.00199747,7832
883,0.00303984,7832
884,0.00199938,7832
885,0.00251746,7832
886,0.00452709,7832
887,0.00200057,7832
888,0.00200033,7832
889,0.00306702,7832
890,0.00400043,7832
891,0.00199938,7832
892,0.000998974,7832
893,0.00200272,7832
894,0.00200438,7832
895,0.0025363,7832
896,0.00200176,7832
897,0.000999689,7832
898,0.00133157,7832
899,0.00199938,7832
900,0.00200105,7832
901,0.00200057,7832
902,0.00200176,7832
903,0.00359321,7832
904,0.00300002,7832
905,0.00304294,7832
906,0.00300145,7832
907,0.00252557,7832
908,0.00400138,7832
909,0.00233746,7832
910,0.00299835,7832
911,0.00320888,7832
912,0.00251293,7832
913,0.00300169,7832
914,0.00358748,7832
915,0.0030036,7832
916,0.00251365,7832
917,0.00399971,7832
918,0.00353765,7832
919,0.000999928,7832
920,0.00200033,7832
921,0.00300193,7832
922,0.00199962,7832
923,0.00200391,7832
924,0.00199819,7832
925,0.00300002,7832
926,0.00252199,7832
927,0.00200629,7832
928,0.00259304,7832
929,0.00400066,7832
930,0.00199938,7832
931,0.00700355,7832
932,0.0020237,7832
933,0.00299931,7832
934,0.000998735,7832
935,0.00199986,7832
936,0.00300193,7832
937,0.00200081,7832
938,0.00200033,7832
939,0.00118208,7832
940,0.00299978,7832
941,0.00300002,7832
942,0.00359297,7832
943,0.00200248,7832
944,0.00301957,7832
945,0.00200057,7832
946,0.00200057,7832
947,0.00300121,7832
948,0.00200152,7832
949,0.00199962,7832
950,0.000999451,7832
951,0.00238729,7832
952,0.00199723,7832
953,0.00203657,7832
954,0.00298762,7832
955,0.0040164,7832
956,0.00257683,7832
957,0.00513983,7832
958,0.00156188,7832
959,0.00300193,7832
960,0.00180626,7832
961,0.002002,7832
962,0.0019989,7832
963,0.0032289,7832
964,0.00178146,7832
965,0.00253916,7832
966,0.00200415,7832
967,0.00100183,7832
968,0.00232744,7832
969,0.00300121,7832
970,0.00150776,7832
971,0.0010016,7832
972,0.00100183,7832
973,0.00400519,8856
974,0.00300264,8856
975,0.00251126,8856
976,0.0015173,8856
977,0.00200391,8856
978,0.00202751,8856
979,0.00199986,8856
980,0.00200033,8856
981,0.00176644,8856
982,0.00200176,8856
983,0.00225687,8856
984,0.00200272,8856
985,0.00131536,8856
986,0.0023396,8856
987,0.00200176,8856
988,0.00156116,8856
989,0.00230265,8856
990,0.00356436,8856
991,0.00186563,8856
992,0.00100017,8856
993,0.00199914,8856
994,0.0015099,8856
995,0.00299954,8856
996,0.00261259,8856
997,0.00199866,8856
998,0.00206113,8856
999,0.00206923,8856
1000,0.00261378,8856
1001,0.00300002,8856
1002,0.00400352,8856
1003,0.00299811,8856
1004,0.00199842,8856
1005,0.00199819,8856
1006,0.00199866,8856
1007,0.00257969,8856
1008,0.00277662,8856
1009,0.00466347,8856
1010,0.00305414,8856
1011,0.00207186,8856
1012,0.00299835,8856
1013,0.00203776,8856
1014,0.00200319,8856
1015,0.00245786,8856
1016,0.0030005,8856
1017,0.00261879,8856
1018,0.00395036,8856
1019,0.00401688,8856
1020,0.00199819,8856
1021,0.00302434,8856
1022,0.00151253,8856
1023,0.00100231,8856
1024,0.00106692,8856
1025,0.00347185,8856
1026,0.00200152,8856
1027,0.00202656,8856
1028,0.00442004,8856
1029,0.00100303,8856
1030,0.00199938,8856
1031,0.0017035,8856
1032,0.00199795,8856
1033,0.00307369,8856
1034,0.00199318,8856
1035,0.00306249,8856
1036,0.00299931,8856
1037,0.00231504,8856
1038,0.00106859,8856
1039,0.0025413,8856
1040,0.00200129,8856
1041,0.00199986,8856
1042,0.00507426,8856
1043,0.00199866,8856
1044,0.0019958,8856
1045,0.00200009,8856
1046,0.00316286,8856
1047,0.00200152,8856
1048,0.00243568,8856
1049,0.00321269,8856
1050,0.00101829,8856
1051,0.00100017,8856
1052,0.0019989,8856
1053,0.0010004,8856
1054,0.00200176,8856
1055,0.00251174,8856
1056,0.000999451,8856
1057,0.000999451,8856
1058,0.0020256,8856
1059,0.00200176,8856
1060,0.00200272,8856
1061,0.0010705,8856
1062,0.00199986,8856
1063,0.00361991,8856
1064,0.00200176,8856
1065,0.00199819,8856
1066,0.00300002,8856
1067,0.00200105,8856
1068,0.00300646,8856
1069,0.00200009,8856
1070,0.00253415,8856
1071,0.00299811,8856
1072,0.00200009,8856
1073,0.00196886,8856
1074,0.00100422,8856
1075,0.00252032,8856
1076,0.00400448,8856
1077,0.00903487,8856
1078,0.00200367,8856
1079,0.00199914,8856
1080,0.00251651,8856
1081,0.00100136,8856
1082,0.00200129,8856
1083,0.00265527,8856
1084,0.00200009,8856
1085,0.00200105,8856
1086,0.00212526,8856
1087,0.00200009,8856
1088,0.00199628,8856
1089,0.00200367,8856
1090,0.00199938,8856
1091,0.00151587,8856
1092,0.00300026,8856
1093,0.003016,8856
1094,0.00299954,8856
1095,0.00199413,8856
1096,0.00200367,8856
1097,0.00254607,8856
1098,0.00200057,8856
1099,0.00199938,8856
1100,0.00150871,8856
1101,0.00200105,10008
1102,0.00200176,10008
1103,0.00353837,10008
1104,0.00199866,10008
1105,0.00200391,10008
1106,0.00116944,10008
1107,0.00200319,10008
1108,0.0010016,10008
1109,0.00200343,10008
1110,0.00200343,10008
1111,0.0025115,10008
1112,0.000999689,10008
1113,0.00200129,10008
1114,0.0010004,10008
1115,0.00221968,10008
1116,0.00199962,10008
1117,0.00209641,10008
1118,0.00200081,10008
1119,0.00366354,10008
1120,0.00300074,10008
1121,0.00216889,10008
1122,0.00199699,10008
1123,0.00300145,10008
1124,0.002002,10008
1125,0.00200009,10008
1126,0.00212765,10008
1127,0.0030036,10008
1128,0.00251627,10008
1129,0.00200057,10008
1130,0.00100207,10008
1131,0.00147009,10008
1132,0.00300169,10008
1133,0.00254011,10008
1134,0.00200987,10008
1135,0.00100112,10008
1136,0.00318122,10008
1137,0.00199866,10008
1138,0.00199866,10008
1139,0.00199819,10008
1140,0.00300121,10008
1141,0.00378633,10008
1142,0.00300169,10008
1143,0.00116682,10008
1144,0.00199699,10008
1145,0.0025444,10008
1146,0.00200105,10008
1147,0.00100136,10008
1148,0.00308371,10008
1149,0.0010035,10008
1150,0.00200009,10008
1151,0.000999928,10008
1152,0.00200009,10008
1153,0.00253105,10008
1154,0.00200057,10008
1155,0.0015099,10008
1156,0.00100303,10008
1157,0.00299716,10008
1158,0.00400877,10008
1159,0.00251245,10008
1160,0.0105178,10008
1161,0.00551414,10008
1162,0.00151086,10008
1163,0.00200081,10008
1164,0.00100064,10008
1165,0.00150585,10008
1166,0.00200152,10008
1167,0.00251055,10008
1168,0.00300121,10008
1169,0.00252199,10008
1170,0.00199914,10008
1171,0.00199986,10008
1172,0.00200295,10008
1173,0.00200605,10008
1174,0.000999928,10008
1175,0.00100136,10008
1176,0.00200105,10008
1177,0.00202012,10008
1178,0.0019958,10008
1179,0.00360346,10008
1180,0.00100064,10008
1181,0.00200105,10008
1182,0.00300026,10008
1183,0.00300097,10008
1184,0.00112152,10008
1185,0.00199938,10008
1186,0.0019989,10008
1187,0.00300002,10008
1188,0.00300121,10008
1189,0.00247836,10008
1190,0.00299954,10008
1191,0.00254011,10008
1192,0.00300312,10008
1193,0.00250745,10008
1194,0.00200081,10008
1195,0.00199962,10008
1196,0.00215292,10008
1197,0.00200081,10008
1198,0.00251603,10008
1199,0.00237679,10008
1200,0.00200248,10008
1201,0.00100088,10008
1202,0.00299954,10008
1203,0.00200295,10008
1204,0.00222898,10008
1205,0.000999928,10008
1206,0.00200605,10008
1207,0.0010016,10008
1208,0.00100374,10008
1209,0.00250936,10008
1210,0.00300074,10008
1211,0.00251484,10008
1212,0.00199771,10008
1213,0.000999689,10008
1214,0.00200319,10008
1215,0.00200176,10008
1216,0.00197482,10008
1217,0.00100064,10008
1218,0.00300312,10008
1219,0.00199842,10008
1220,0.00200152,10008
1221,0.00199842,10008
1222,0.00200105,10008
1223,0.0030005,10008
1224,0.00200033,10008
1225,0.00200152,10008
1226,0.00151348,10008
1227,0.00200295,10008
1228,0.000999689,10008
1229,0.00100112,10008
1230,0.00199938,10008
1231,0.00200176,10008
1232,0.00200653,10008
1233,0.00500321,10008
1234,0.00600386,10008
1235,0.0120776,10008
1236,0.00199795,10008
1237,0.00100088,10008
1238,0.00229526,10008
1239,0.00200009,10008
1240,0.00251436,10008
1241,0.00200343,10008
1242,0.000980854,10008
1243,0.00200057,10008
1244,0.00199771,10008
1245,0.00200224,11288
1246,0.00199938,11288
1247,0.00100183,11288
1248,0.00151014,11288
1249,0.00199986,11288
1250,0.00200009,11288
1251,0.00151443,11288
1252,0.00300264,11288
1253,0.00253606,11288
1254,0.00200152,11288
1255,0.00200009,11288
1256,0.00239611,11288
1257,0.002002,11288
1258,0.00251579,11288
1259,0.00199938,11288
